review,score,label,at,cleaned_review
Masih banyak bug dan error nya. Petugas dilapangan sepertinya tidak di briefing cara penggunaan dan alur kerja dari Aplikasi sehingga user yang direpotkan. Sekelas Aplikasi BUMN tapi hasilnya jauh dari kata efektif. Sangat disayangkan karena kesalahan/bug aplikasi dan kurangnya pelatihan petugas seakan akan malah user yang disalahkan. Kalau ada nilai minus maka akan saya kasih nilai minus ⭐️ 5,-0.4019,negative,2024-08-21 06:04:25,bug error nya petugas dilapangan briefing penggunaan alur kerja aplikasi user direpotkan sekelas aplikasi bumn hasilnya efektif disayangkan kesalahan bug aplikasi kurangnya pelatihan petugas seakan user disalahkan nilai minus kasih nilai minus
"Makin mantap aja pos Indonesia,jadi bisa cek tarif kiriman...",0.0,neutral,2024-08-21 05:45:14,mantap aja pos indonesia cek tarif kiriman
PosAja aplikasi yang bagus dan bermanfaat untuk semua lapisan masyarakat.,0.0,neutral,2024-08-20 02:46:27,posaja aplikasi bagus bermanfaat lapisan masyarakat
"gak bisa track kiriman,",0.0,neutral,2024-08-19 09:11:53,gak track kiriman
keren,0.0,neutral,2024-08-18 03:18:28,keren
"Pekiriman paket lebih mudah,tak perlu harus ke kantor antar jemput..juga ok ,cod juga lebih mudah..praktis pelayanan sangat memuaskan..",0.296,positive,2024-08-16 07:13:24,pekiriman paket mudah kantor jemput cod mudah praktis pelayanan memuaskan
"Keren , mudah di gunakan, banyak poin, banyak bonus dan banyaj diskon nya.. Yuk beralih kirim paket pakai POS AJA.",0.5423,positive,2024-08-16 05:36:25,keren mudah poin bonus banyaj diskon nya yuk beralih kirim paket pakai pos aja
"Kenapa stiap masukin kode verivikasi kok gagal terus ya, gak valid ktnya",0.0,neutral,2024-08-11 23:48:52,stiap masukin kode verivikasi gagal gak valid ktnya
Mahal dan lambat,0.0,neutral,2024-08-11 00:36:13,mahal lambat
Oke banget aplikasinya sehingga mudah untuk nge cek paketan saya.,0.0,neutral,2024-08-10 05:38:24,oke banget aplikasinya mudah nge cek paketan
bagus sekali,0.0,neutral,2024-08-09 06:59:24,bagus
Si kurir kantor pos buat laporan Paket saya sudah di kirim dan saya sendiri penerimaan nya.. Padahal sampai malam ini gak ada terima paket saya.. Tolong mana bukti pengirimannya?? Dan saya tanyakan sama keluarga saya tidak ada terima paket dari kantor pos???,0.0,neutral,2024-08-08 17:14:38,kurir kantor pos laporan paket kirim penerimaan nya malam gak terima paket tolong bukti pengirimannya keluarga terima paket kantor pos
Tolong resi nya jangan susah di lacak. Ini ngelacak suka gak ada keterangan,0.0,neutral,2024-08-08 15:56:25,tolong resi nya susah lacak ngelacak suka gak keterangan
"Siapapun tolong jangan instal App tidak berguna ini, sebab kamu hanya akan buang2 kuota dan waktu. Meski kamu install akan percuma Sistem loginnya ribet dan tidak akan berhasil. Belum juga login sudah minta perbaharui, dan pemulihan akun. Ini APP yang tidak paling berguna yang saya punya. Padahal mau cek resi paket yang sudah lama ga ada kabarnya",0.0,neutral,2024-08-08 08:28:10,tolong instal app berguna buang2 kuota install sistem loginnya ribet berhasil login perbaharui pemulihan akun app berguna cek resi paket kabarnya
Gak biza registrasi kode gak valid terus,0.0,neutral,2024-08-07 17:30:27,gak biza registrasi kode gak valid
Kurang bgus,0.0,neutral,2024-08-07 16:03:58,bgus
🤝,0.0,neutral,2024-08-07 15:00:05,
"Pelayanan cepat dan mudah, petugasnya ramah ramah.pertahankan dan tingkatan lagi pelayanan nya agar lebih menjangkau ke semua costumer",0.0,neutral,2024-08-07 13:09:42,pelayanan cepat mudah petugasnya ramah ramah pertahankan tingkatan pelayanan nya menjangkau costumer
Pelayanan Nya ramah dan membantu kami,0.0,neutral,2024-08-07 04:41:56,pelayanan nya ramah membantu
membantu sekali,0.0,neutral,2024-08-07 04:06:07,membantu
Pengiriman cepat sesuai estimasi,0.0,neutral,2024-08-06 16:50:14,pengiriman cepat sesuai estimasi
Mudah mudahan ini bisa membantu kedepannya semoga tambah maju dan sukses ayo posAja.,0.0,neutral,2024-08-05 13:24:43,mudah mudahan membantu kedepannya semoga maju sukses ayo posaja
"Baru x ini pakek PosAja, paket gak jelas sudah sampe mana. Dan harga nya gak jauh beda per Kg nya Sama j&t. Saran saya pakek yang lain saja kalau mau kirim paket atau apa itu. Pelayanan lemot",0.0,neutral,2024-08-05 11:16:16,pakek posaja paket gak sampe harga nya gak beda nya saran pakek kirim paket pelayanan lemot
membantu umkm untuk berkembang,0.0,neutral,2024-08-05 08:01:01,membantu umkm berkembang
"sistem update nya lama udah gitu eror, pengembalian dananya jga lama banget, kurang bagus buat di pake online apk nya",0.0,neutral,2024-08-05 06:18:14,sistem update nya udah gitu eror pengembalian dananya jga banget bagus pake online apk nya
Aplikasi mantap dan simpel sangat cocok buat pebisnis olshop,0.0,neutral,2024-08-05 02:43:45,aplikasi mantap simpel cocok pebisnis olshop
"Ingat masa lagi kecil, ngambil uang wesel",0.0,neutral,2024-08-03 07:14:09,ngambil uang wesel
Remek,0.0,neutral,2024-08-03 03:01:29,remek
Knp ya skrg resi Pos saya tdk bs d cek Dan aplikasi pos juga g menerima no otpx stlh d masukkan???,-0.4098,negative,2024-08-02 22:28:20,knp skrg resi pos tdk cek aplikasi pos menerima otpx stlh masukkan
Kecewa bnget sama. Pihak. Pos daerah depok. Sukmajaya. Gak. Tau. Kurirnya gak. Tau. Siapa. Yg. Salah barang udh. Nyampe. Dri. Selasa skrng. Hri. Jumat. Uang. Tfan. Nya. Blm. Masuk juga,0.0,neutral,2024-08-02 04:10:12,kecewa bnget pos daerah depok sukmajaya gak tau kurirnya gak tau salah barang udh nyampe dri selasa skrng hri jumat uang tfan nya blm masuk
Memuaskan,0.0,neutral,2024-08-02 03:21:03,memuaskan
Kalau memungkinkan akan lebih sempurna si penerima paket ada potonya,0.0,neutral,2024-08-02 03:05:57,sempurna penerima paket potonya
Aplikasi payah customer service mempersulit,0.0,neutral,2024-08-01 15:11:52,aplikasi payah customer service mempersulit
"Aplikasi yg sangat membantu sekali,posaja mantap ngirim tinggal rebahan aja di rumah",0.0,neutral,2024-07-31 06:51:33,aplikasi membantu posaja mantap ngirim tinggal rebahan aja rumah
Apk tak ada gunanya,0.0,neutral,2024-07-30 23:43:08,apk gunanya
"saya sudah lama berlangganan dengan pos, belakangan sering trobel di web atau aplikasi sehingga tdk bisa ngecek ongkir. padahal jaringan sdh boster. mohon di perbaiki karena menurut saya ketinggalan teknologi dengan kurir lainnya",0.0,neutral,2024-07-30 08:50:25,berlangganan pos trobel web aplikasi tdk ngecek ongkir jaringan sdh boster mohon perbaiki ketinggalan teknologi kurir
Bagus dan bermanfaat sekali dan kita bisa dengan mudah melacak ke beradaan paket kita.,0.0,neutral,2024-07-29 03:59:47,bagus bermanfaat mudah melacak beradaan paket
"Proses pengiriman sangat lama,,",0.0,neutral,2024-07-29 02:00:20,proses pengiriman
Ngak bisa cek kiriman sekarang pos gak jelas browser mbulet kaya angin putih beliung 😥😥😥,0.0,neutral,2024-07-29 00:39:23,ngak cek kiriman pos gak browser mbulet kaya angin putih beliung
Ok,0.296,positive,2024-07-27 22:05:07,
Tidak berguna buang buang anggaran BUMN bikin aplikasi ga bisa dipakai cek tracking pengiriman,0.0,neutral,2024-07-27 05:04:20,berguna buang buang anggaran bumn bikin aplikasi dipakai cek tracking pengiriman
"Sayang sekali pengiriman barang tidak sesuai note saya, padahal sudah saya note langsung ke tempat dan penerima nya. Namun di sampaikan di gedung nya saja itu pun ketika kami cari di resepsionis nya ternyata sudah di berikan di security tenant lain. JD kami agak kesulitan minta tolong orang yg ada di sana untuk mencari paket kami karena yg di titipkan tidak lgsung menyampaikan ke yg bersangkutan.. sangat kecewa.",0.34,positive,2024-07-26 14:09:56,sayang pengiriman barang sesuai note note langsung penerima nya gedung nya cari resepsionis nya security tenant kesulitan tolong orang mencari paket titipkan lgsung bersangkutan kecewa
Terbaik,0.0,neutral,2024-07-26 10:36:58,terbaik
"PENGALAMAN PAKAI POSaja sudah boking cod diaplikasi lengkap,tetep ngisi lagi di agen expedisi gunanya QOB apa? dan tambahan POSPAY tolong dibenahi punyaku BLOCK AKSES terus ( sdh DM tidak guna) hati hati para UMKM bila pakai aplikasi semua dari pos",-0.5622,negative,2024-07-26 06:47:05,pengalaman pakai posaja boking cod diaplikasi lengkap tetep ngisi agen expedisi gunanya qob tambahan pospay tolong dibenahi punyaku block akses sdh hati hati umkm pakai aplikasi pos
ga nyangka seburuk ini padahal BUMN,0.0,neutral,2024-07-25 14:29:21,nyangka seburuk bumn
"Kenapa yg berbau pemerintah membuat aplikasi aja ga bisa, apa ga sanggup bayar orang IT atau dananya d korupsi. Mau cek harga aja dari Karawang ke Tasikmalaya ongkir lebih 200rb mau masukin berat 10gr atau 10000gr sama aja🤦",0.0,neutral,2024-07-25 13:47:22,berbau pemerintah aplikasi aja sanggup bayar orang dananya korupsi cek harga aja karawang tasikmalaya ongkir 200rb masukin berat 10gr 10000gr aja
Puas,0.0,neutral,2024-07-25 11:08:35,puas
"Masa tlpn call center ngga bisa, trs lw mau pengaduan di mna",0.0,neutral,2024-07-25 06:18:51,tlpn call center ngga trs pengaduan mna
"Baru pertama dowload app Pos Aja tadi pagi dan request pick up kiriman saat pagi, sudah bayar transfer untuk layanan kiriman Pos Next Day tapi kurir tidak datang. Paket siang ini saya bawa ke kantor Pos Blitar tapi disuruh bayar lagi 15 rb untuk pengiriman Reguler. Lalu yang sudah saya bayar di apps Pos Aja diminta dibatalkan. Niat mudah dengan request pick up kiriman Next Day yang cepat tapi malah ribet dan disuruh bayar di loket kantor Pos. Uninstal langsung dan kecewa sih",0.0,neutral,2024-07-24 06:07:40,dowload app pos aja pagi request pick kiriman pagi bayar transfer layanan kiriman pos next day kurir paket siang bawa kantor pos blitar disuruh bayar pengiriman reguler bayar apps pos aja dibatalkan niat mudah request pick kiriman next day cepat ribet disuruh bayar loket kantor pos uninstal langsung kecewa sih
Pos sekarang mantab .... Sampai lb cepat dr tetangganya,0.0,neutral,2024-07-24 00:35:52,pos mantab cepat tetangganya
terus berinovasi pos Indonesia,0.0,neutral,2024-07-24 00:27:13,berinovasi pos indonesia
mudah dan cepat,0.0,neutral,2024-07-23 02:55:55,mudah cepat
Kalau boleh ada nilai di bawah bintang 1 untuk kantor pos KCP airmadidi Minahasa Utara SULUT,0.0,neutral,2024-07-23 02:39:13,nilai bintang kantor pos kcp airmadidi minahasa utara sulut
Mau register udah masukin kode verifikasi yg dikirim di wa tapi kode tidak valid terus. Aplikasi apa ini😁🤣😂,0.0,neutral,2024-07-22 23:30:19,register udah masukin kode verifikasi dikirim kode valid aplikasi
Lhaaa gimana? Kurir nya gak gercep.... Karena gak diambil ambil waktu itu saya ke kantor pos pusat di kabupaten.... Lhaaaa mereka malah bingung siapa yang ditugasi pick up... Mau terima suratnya malah bilang bingung cara klaim pembayaran nya 🤣.... Mbok nek punya program semua pegawai di training dulu!!!!,0.0,neutral,2024-07-22 21:56:11,lhaaa gimana kurir nya gak gercep gak diambil ambil kantor pos pusat kabupaten lhaaaa bingung ditugasi pick terima suratnya bilang bingung klaim pembayaran nya mbok nek program pegawai training
Baik,0.0,neutral,2024-07-22 08:43:15,
"Mantaaappp.... Apk nya sangat membantu, khususnya untuk para agent OM Terima kasih banyak Pos Indonesia krna sudah mempermudah pekerjaan kami, semoga kedepan Pos semakin maju dan semakin didepan. Aamiinn!",0.0,neutral,2024-07-21 13:42:23,mantaaappp apk nya membantu agent terima kasih pos indonesia krna mempermudah pekerjaan semoga kedepan pos maju didepan aamiinn
"Amat sangat puas, apalagi kurir area, jateng, surakarta. Mantul.......",0.0,neutral,2024-07-20 18:24:24,puas kurir area jateng surakarta mantul
PENGIRIMAN TERBURUK YG PERNAH SAYA ALAMI SEUMUR HIDUP..... MASA DARI KOTA MATARAM KE KOTA KUPANG..... SUDAH 10 HARI KIRIMAN BELUM TIBA.....PADAHAL KEMARIN LEWAT JNE CUMAN 4 HARI TIBA...... PENGIRIMAN TERBURUK..... INI ADALAH PERTAMA DAN TERAKHIR NGIRIM LEWAT POS GAK JELAS......🖕🖕🖕,0.0,neutral,2024-07-20 04:55:50,pengiriman terburuk alami seumur hidup kota mataram kota kupang kiriman kemarin jne cuman pengiriman terburuk ngirim pos gak
sangat baik,0.0,neutral,2024-07-20 02:31:33,
Sangat praktis ga sempet ke pos pake app aja,0.0,neutral,2024-07-20 01:48:45,praktis sempet pos pake app aja
APLIKASI CACAT,0.0,neutral,2024-07-19 12:33:25,aplikasi cacat
Mantap,0.0,neutral,2024-07-19 06:24:04,mantap
Fiturmash tetlalu sulit digunakan.,0.0,neutral,2024-07-19 06:05:12,fiturmash tetlalu sulit
Aplikasi tidak berguna sama sekali !!!,0.0,neutral,2024-07-18 15:02:16,aplikasi berguna
Ok,0.296,positive,2024-07-18 01:47:32,
"Poin tidak bisa digunakan. Sebagai drop poin tidak mendapatkan fee. Sudah ditanyakan ke cs via email, messenger, jawabannya berbeda beda dan tidak ada hasil. Jadi aplikasi ini cuma buat numpang kirim aja. Ngga bisa buat bisnis.. Beda sama sebelah...",-0.2732,negative,2024-07-17 22:46:56,poin drop poin fee via email messenger jawabannya berbeda beda hasil aplikasi numpang kirim aja ngga bisnis beda sebelah
Verifikasi registrasi salah mulu,0.0,neutral,2024-07-16 20:44:08,verifikasi registrasi salah mulu
Lebih bagus jasa kirim lain seperti jnt JNE dan yg lainnya. Estimasi pengiriman super lelet,0.5994,positive,2024-07-16 06:23:59,bagus jasa kirim jnt jne estimasi pengiriman super lelet
good,0.4404,positive,2024-07-16 00:37:58,good
nextday malah 3 hari padahal deket,0.0,neutral,2024-07-15 11:42:07,nextday deket
Lelet dalam pengiriman,0.0,neutral,2024-07-13 10:32:03,lelet pengiriman
"Mau register gagal terus, parah",0.0,neutral,2024-07-12 17:34:23,register gagal parah
APK sih simpel tapi Untuk info detal pelacakan atau detail pengiriman sangat minim dan susah di mengerti. Dan sangat lama datangnya..,0.0,neutral,2024-07-12 08:15:21,apk sih simpel info detal pelacakan detail pengiriman minim susah mengerti datangnya
Masah km sinyal yg tdk pendukung karna berada d pulau,0.0,neutral,2024-07-12 07:10:08,masah sinyal tdk pendukung karna pulau
"Ambil layanan 1 hari sampai kurir ga bisa nemuin lokasi, padahal di maps aja jelas bener gede keliatan, kecewalah sampe 3 hari ga sampe paketan",0.0,neutral,2024-07-12 01:59:24,ambil layanan kurir nemuin lokasi maps aja bener gede keliatan kecewalah sampe sampe paketan
ok,0.296,positive,2024-07-11 09:25:25,
Keren,0.0,neutral,2024-07-11 04:54:16,keren
"ga ngerti karena apa.. Dateng ke cabang mau kirim barang 1.30 masih tutup tulisan sedang istirahat, di kantor swasta istirahat jam 12 sampai jam 1. karena custumer minta kirim via pos daerah jauh Kalimantan, mau nda mau cari kantor pos lagi untung jam 3 masih buka. di tempat awal parkir tunggu 20 menit belum buka juga.. bagaimana mau bersaing sama swasta di jaga nonstop.. ayo berbenah. banyak yg mau serius kerja .",0.0,neutral,2024-07-11 02:18:34,ngerti dateng cabang kirim barang tutup tulisan istirahat kantor swasta istirahat jam jam custumer kirim via pos daerah kalimantan nda cari kantor pos untung jam buka parkir tunggu menit buka bersaing swasta jaga nonstop ayo berbenah serius kerja
Ringkas dan Cepat,0.0,neutral,2024-07-08 02:40:04,ringkas cepat
Kak tolong dong tambah kan menu untuk estimasi biaya atau ongkir.. Terimakasih,0.0,neutral,2024-07-06 05:25:38,kak tolong menu estimasi biaya ongkir terimakasih
Good,0.4404,positive,2024-07-06 03:19:17,good
AKU NEK DADI POS GAWE MARKETPLACE DEWE / KURIR E POS / USAHA KURIR E BEN LANCAR / COD GAGAL KIRIM BAYAR 😭,0.0,neutral,2024-07-04 13:10:24,nek dadi pos gawe marketplace dewe kurir pos usaha kurir ben lancar cod gagal kirim bayar
"sangat di sayangkan, pengantarannya sangat lama sekali ke lokasi, hayooo updet dong kinerja pengirimannya",0.0,neutral,2024-07-04 08:59:26,sayangkan pengantarannya lokasi hayooo updet kinerja pengirimannya
mantap aplikasi ini,0.0,neutral,2024-07-04 06:12:35,mantap aplikasi
Cukup bagus ... pengiriman sesuai prosea,0.0,neutral,2024-07-04 04:53:32,bagus pengiriman sesuai prosea
Good job,0.4404,positive,2024-07-04 04:31:16,good job
bagus,0.0,neutral,2024-07-04 03:28:35,bagus
baik sekali,0.0,neutral,2024-07-04 03:05:56,
Parah pelayanan posAja sangat tidak membantu malah pelayanan nya tidak bagus dan pelayanan tidak membantu kita tapi bikin kita kecewa kalau kirim paket jangan pakai posAja kirim pake pengiriman lain aja saran aja,0.0,neutral,2024-07-04 02:02:48,parah pelayanan posaja membantu pelayanan nya bagus pelayanan membantu bikin kecewa kirim paket pakai posaja kirim pake pengiriman aja saran aja
"Tolong kasih pemanin2 yg handal,masuk aja pake pendidikan tinggi 2 ,tapi hasil kerja nya kurang maksimal (update nya jangan tanggung2) jika belum mampun jangan terburu 2",0.0,neutral,2024-07-04 01:58:05,tolong kasih pemanin2 handal masuk aja pake pendidikan hasil kerja nya maksimal update nya tanggung2 mampun terburu
"Aplikasi buang² waktu doang, pelayanan pengiriman paket melalui pos sangat buruk pendataan barang nya lambat tidak seperti pengiriman lainnya, sudah bayar mahal² tapi lambat tidak ada layanan cs. Sangat sangat kecewaa kapok pokoknya mah saya",0.0,neutral,2024-07-03 02:43:55,aplikasi buang doang pelayanan pengiriman paket pos buruk pendataan barang nya lambat pengiriman bayar mahal lambat layanan kecewaa kapok pokoknya mah
Jasa pengiriman terbaikk,0.0,neutral,2024-07-03 00:25:29,jasa pengiriman terbaikk
ayo kirim surat dan paket pakai posaja,0.0,neutral,2024-07-03 00:23:45,ayo kirim surat paket pakai posaja
"Jadi bagi anda orang umum (non-seller) yg mau kirim paket atau dokumen dianjurkan langsung kekantor pos. Karena jika lewat aplikasi ini, kiriman anda gak bakalan diproses jika aplikasi POSAJA tidak dihubungkan dengan POSPAY. Ket: Ini info dari petugas CS kantor Pos besar jogja. Ntah itu mase kurang informasi atau aturannya seperti itu.",0.0,neutral,2024-07-02 06:50:28,orang non seller kirim paket dokumen dianjurkan langsung kekantor pos aplikasi kiriman gak diproses aplikasi posaja dihubungkan pospay ket info petugas kantor pos jogja ntah mase informasi aturannya
Apk payment terbaik memudahkan aktifitas keuangan saya,0.0,neutral,2024-07-02 05:04:06,apk payment terbaik memudahkan aktifitas keuangan
Aplikasi pos aja bagus mudah untuk transaksi dan cepat tanggap,0.0,neutral,2024-07-01 07:40:36,aplikasi pos aja bagus mudah transaksi cepat tanggap
bagus,0.0,neutral,2024-07-01 02:36:50,bagus
Semakin Cepat Pengiriman,0.0,neutral,2024-07-01 01:45:34,cepat pengiriman
"Aplikasi nya bagus,, hanya menunya masih sedikit ,",0.0,neutral,2024-06-29 03:20:24,aplikasi nya bagus menunya
"Nyesel pake layanan ini, kecewa 100000000%",0.0,neutral,2024-06-28 10:00:34,nyesel pake layanan kecewa 100000000
Harga murah Kualitas pengiriman sehari sampai,0.0,neutral,2024-06-28 08:41:01,harga murah kualitas pengiriman sehari
Ok,0.296,positive,2024-06-27 11:26:08,
Mantap bagus,0.0,neutral,2024-06-27 08:20:04,mantap bagus
Pospay emang mantap caramudah bertransaksi lewat hp semuabisa bayar2,0.0,neutral,2024-06-27 06:43:41,pospay emang mantap caramudah bertransaksi semuabisa bayar2
baik,0.0,neutral,2024-06-27 04:51:19,
mantap..terpercaya,0.0,neutral,2024-06-27 03:13:10,mantap terpercaya
Lemot,0.0,neutral,2024-06-26 04:23:29,lemot
Pengiriman cepat dan Termurah,0.0,neutral,2024-06-25 15:54:45,pengiriman cepat termurah
Mantap,0.0,neutral,2024-06-25 14:25:49,mantap
"Aplikasi useless gk bs buat daftar., atau lg proses maintenance ya, tp masak sekelas kantor pos kek gini",-0.4215,negative,2024-06-25 01:57:17,aplikasi useless daftar proses maintenance masak sekelas kantor pos kek gini
keren,0.0,neutral,2024-06-24 05:10:39,keren
Posaja memang mantap 👍🏻👍🏻👍🏻,0.0,neutral,2024-06-24 04:53:13,posaja mantap
Ok,0.296,positive,2024-06-23 08:28:32,
"Setiap kali ngecek pengiriman harus masukan kode pengiriman ga di save, capek dah",0.4939,positive,2024-06-22 11:51:53,kali ngecek pengiriman masukan kode pengiriman save capek dah
"Minim fitur, kurang lengkap",0.0,neutral,2024-06-22 07:15:16,minim fitur lengkap
"Kecewa kali kirim paket pakai post udah 2 kali di kecewa kan,udah ongkos kirim mahal jasa kurirnya pun gak profesional masak karna malas mungkin ngantar pas di tengok di resinya rumah tidak ditemukan jam 21.20 mereka ngirim paket itu pun posisi malam hujan gak ada tlfn Krn malas aja ngrim itu...kapok lah...seblumnya ngrim KTP tanpa pemberitahuan apa"" sampainya lama kali ah kapok-kapok",0.0,neutral,2024-06-22 03:11:59,kecewa kali kirim paket pakai post udah kali kecewa udah ongkos kirim mahal jasa kurirnya gak profesional masak karna malas ngantar pas tengok resinya rumah ditemukan jam ngirim paket posisi malam hujan gak tlfn krn malas aja ngrim kapok seblumnya ngrim ktp pemberitahuan sampainya kali kapok kapok
"Cepet bgt pake posaja.. 1 hari beneran bisa sampe sih. Aplikasi semoga semakin update ya. Bisa bersaing dengan ekspedisi lainnya, mantap 👍👍",0.0,neutral,2024-06-21 04:23:13,cepet bgt pake posaja beneran sampe sih aplikasi semoga update bersaing ekspedisi mantap
Luar biasa..byr apapun bisa disini yuhuuuu..,0.0,neutral,2024-06-21 02:56:03,byr apapun yuhuuuu
"Aplikasinya lengkap, berbagai jenis pembayaran dan pembelian ada. Untuk transaksi keuangan pun cepat dan mudah, mantap memang 👍",0.0,neutral,2024-06-21 02:17:51,aplikasinya lengkap jenis pembayaran pembelian transaksi keuangan cepat mudah mantap
tolong update untuk pembayaran aplikasj dan lacak kiriman nya di perbaiki,0.0,neutral,2024-06-20 16:18:48,tolong update pembayaran aplikasj lacak kiriman nya perbaiki
Kuyen,0.0,neutral,2024-06-20 01:53:32,kuyen
sering terjadi paket sudah sampai tapi uangnya tidak langsung di top up ke rekening pos pengirim. harus komplain dulu ke kantor buat ngelacak duitnya,0.2023,positive,2024-06-20 00:14:12,paket uangnya langsung top rekening pos pengirim komplain kantor ngelacak duitnya
Lebih terpercaya,0.0,neutral,2024-06-19 10:47:09,terpercaya
Belum coba.,0.0,neutral,2024-06-19 08:11:20,coba
Terimakasih atas bantuan jasa pos pengiriman paket saya aman dan lancar tepat waktu👍🙏,0.0,neutral,2024-06-14 17:24:53,terimakasih bantuan jasa pos pengiriman paket aman lancar
Nanti lah belum nemu,0.0,neutral,2024-06-10 23:39:40,nemu
"Aplikasi tolol, udah jelas alamat lengkap nya masih aja nyasar ntah dibawa kemana""",0.0,neutral,2024-06-08 04:38:31,aplikasi tolol udah alamat lengkap nya aja nyasar ntah dibawa kemana
Sangat membantu,0.0,neutral,2024-06-06 11:37:01,membantu
Mengecewakan,0.0,neutral,2024-06-06 07:58:10,mengecewakan
"Gimana mau bersaing, layanan next day di kirim seperti reguler",0.0,neutral,2024-06-06 04:27:32,gimana bersaing layanan next day kirim reguler
Poin sudah bisa digunakan,0.0,neutral,2024-06-04 05:08:43,poin
Lancar aman,0.0,neutral,2024-06-04 04:48:25,lancar aman
Mantap,0.0,neutral,2024-06-04 01:09:28,mantap
Memudahkan para pelaku usaha online shop,0.0,neutral,2024-06-01 04:56:10,memudahkan pelaku usaha online shop
Posemang mantap!! Detail dan memuaskan,0.0,neutral,2024-05-30 22:39:52,posemang mantap detail memuaskan
"Mau regester dan masukan no ga bisa, dibilang ga valid aneh",-0.296,negative,2024-05-30 17:54:45,regester masukan dibilang valid aneh
Terimaksihh . Pengiriman cepat ..,0.0,neutral,2024-05-30 10:13:39,terimaksihh pengiriman cepat
Ok,0.296,positive,2024-05-29 04:59:41,
"Ngirim dokumen selembar ke kota yg sama beda wilayah ongkosnya mahal, make layanan express tapi ga express sama aja kaya reguler, status palet ga mudah di mengerti kaya ekspedisi laen yg informasi nya jelas paket ada di mana, bahasa yg mudah di mengerti, posisi kurir dan identitas kurir bisa di ketahui",0.0,neutral,2024-05-29 04:38:09,ngirim dokumen selembar kota beda wilayah ongkosnya mahal make layanan express express aja kaya reguler status palet mudah mengerti kaya ekspedisi laen informasi nya paket bahasa mudah mengerti posisi kurir identitas kurir ketahui
Lambat pengiriman tak jelas 👎,0.0,neutral,2024-05-29 04:24:15,lambat pengiriman
"Untuk cek resi melalui aplikasi kok gak bisa, tapi kalau di web bisa",0.0,neutral,2024-05-28 16:41:22,cek resi aplikasi gak web
Mudah di pelajari,0.0,neutral,2024-05-28 13:40:42,mudah pelajari
bagus dan sangat membantu bravo Pos Indonesia. Berani berubah dan lebih profesional...,0.0,neutral,2024-05-27 22:59:35,bagus membantu bravo pos indonesia berani berubah profesional
"Kalau sudah diterima harusnya difoto untuk bukti. Di aplikasi saya, fotonya tidak bisa dilihat. Hanya ada gambar kamera disilang sj.",0.0,neutral,2024-05-27 01:01:16,diterima difoto bukti aplikasi fotonya gambar kamera disilang
Terbaik terbaik,0.0,neutral,2024-05-25 01:10:22,terbaik terbaik
terlalu mantap sih ini ekspedisi nya bahkan lebih cepat dari perkiraan datang tapi sayang untuk lacak resi masih harus pakai aplikasi tidak bisa langsung web tapi untuk pengiriman biar bintang yang berbicara,0.0,neutral,2024-05-24 17:59:36,mantap sih ekspedisi nya cepat perkiraan sayang lacak resi pakai aplikasi langsung web pengiriman biar bintang berbicara
Ambil cek/BG/sesuatu yg bisa diuangkan tidak bisa pakai jasa POS AJA. Kurirnya ternyata juga kurang paham hal itu. Proses pembatalan order memakan waktu cukup lama. Refund ongkir yang sudah dibayar pun memakan waktu lebih dari 2 minggu. Padahal info CSnya 2 minggu maksimal.,0.0,neutral,2024-05-24 10:36:52,ambil cek diuangkan pakai jasa pos aja kurirnya paham proses pembatalan order memakan refund ongkir dibayar memakan minggu info csnya minggu maksimal
Mantap,0.0,neutral,2024-05-24 09:36:51,mantap
MANTAP,0.0,neutral,2024-05-23 21:51:10,mantap
Mesti belum bisa membuktikan,0.0,neutral,2024-05-23 11:22:55,mesti membuktikan
Pelayanan sangat sangat buruk 😡,0.0,neutral,2024-05-23 08:25:06,pelayanan buruk
pengiriman lama sekali lelet,0.0,neutral,2024-05-21 13:14:35,pengiriman lelet
Top,0.2023,positive,2024-05-21 11:15:26,top
pos Indonesia mantap udah murah kilat lagi. surabaya blitar 48 jam sampai. pertahankan pos Indonesia,0.0,neutral,2024-05-21 08:13:24,pos indonesia mantap udah murah kilat surabaya blitar jam pertahankan pos indonesia
Bagus,0.0,neutral,2024-05-21 03:24:32,bagus
Sangat membantu,0.0,neutral,2024-05-20 05:48:10,membantu
PENGIRIMAN LAMABAT SEKLAI,0.0,neutral,2024-05-18 09:02:09,pengiriman lamabat seklai
"Sy suka sih aplikasi nya, cara pesan ny simple, tpi yg buat sy kecewa... 2x sy pesan sameday metode pick up kirim surat tapi nyampainya day 2, parahnya harini, sy pesan pick up kemarin hari Jumat, tpi pickup ny dtg hari ini Sabtu, blm tau nyampainya ny ntah bsok ntah Senin sementara dokumen mau dibawa pagi hari Senin... Mulai kedepan sy stop pake POS ga sesuai metode penjemputan & pengiriman, area sy Kota Bandung pengiriman ke Kab. Bandung",-0.296,negative,2024-05-18 07:34:12,suka sih aplikasi nya pesan simple tpi kecewa pesan sameday metode pick kirim surat nyampainya day parahnya harini pesan pick kemarin jumat tpi pickup dtg sabtu blm tau nyampainya ntah bsok ntah senin dokumen dibawa pagi senin kedepan stop pake pos sesuai metode penjemputan pengiriman area kota bandung pengiriman kab bandung
Terimakasih🙏🏽,0.0,neutral,2024-05-17 04:50:49,terimakasih
sangat memuskan,0.0,neutral,2024-05-17 01:49:35,memuskan
